SiteCode,VariableCode,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,Qualifier,ValueAccuracy
20,Cu-P,JT-2014-SM-20-6m,72.2,nc,6,meter,Offset value represents depth below sea surface.,,0.1
20,Fe-P,JT-2014-SM-20-6m,3.18,nc,6,meter,Offset value represents depth below sea surface.,,0.03
20,Mn-P,JT-2014-SM-20-6m,611,nc,6,meter,Offset value represents depth below sea surface.,,5
20,Si-P,JT-2014-SM-20-6m,17.4,nc,6,meter,Offset value represents depth below sea surface.,,0.4
20,POC,JT-2014-SM-20-6m,17.2,nc,6,meter,Offset value represents depth below sea surface.,,0.1
20,TSS,JT-2014-SM-20-23m,0.30,nc,23,meter,Offset value represents depth below sea surface.,,0.01
20,Al-P,JT-2014-SM-20-23m,1.26,nc,23,meter,Offset value represents depth below sea surface.,,0.03
20,Ba-P,JT-2014-SM-20-23m,114,nc,23,meter,Offset value represents depth below sea surface.,,1.5
20,Cu-P,JT-2014-SM-20-23m,37.3,nc,23,meter,Offset value represents depth below sea surface.,,0.1
20,Fe-P,JT-2014-SM-20-23m,0.83,nc,23,meter,Offset value represents depth below sea surface.,,0.03
20,Mn-P,JT-2014-SM-20-23m,312,nc,23,meter,Offset value represents depth below sea surface.,,5
20,Si-P,JT-2014-SM-20-23m,15.2,nc,23,meter,Offset value represents depth below sea surface.,,0.4
20,POC,JT-2014-SM-20-23m,7.6,nc,23,meter,Offset value represents depth below sea surface.,,0.1
20,TSS,JT-2014-SM-20-33m,1.53,nc,33,meter,Offset value represents depth below sea surface.,,0.01
20,Al-P,JT-2014-SM-20-33m,4.01,nc,33,meter,Offset value represents depth below sea surface.,,0.03
20,Ba-P,JT-2014-SM-20-33m,403,nc,33,meter,Offset value represents depth below sea surface.,,1.5
20,Cu-P,JT-2014-SM-20-33m,52.2,nc,33,meter,Offset value represents depth below sea surface.,,0.1
20,Fe-P,JT-2014-SM-20-33m,2.90,nc,33,meter,Offset value represents depth below sea surface.,,0.03
20,Mn-P,JT-2014-SM-20-33m,995,nc,33,meter,Offset value represents depth below sea surface.,,5
20,Si-P,JT-2014-SM-20-33m,22.0,nc,33,meter,Offset value represents depth below sea surface.,,0.4
20,POC,JT-2014-SM-20-33m,9.2,nc,33,meter,Offset value represents depth below sea surface.,,0.1
21,TSS,JT-2014-SM-21-7.5m,0.39,nc,7.5,meter,Offset value represents depth below sea surface.,,0.01
21,Al-P,JT-2014-SM-21-7.5m,3.33,nc,7.5,meter,Offset value represents depth below sea surface.,,0.03
21,Ba-P,JT-2014-SM-21-7.5m,451,nc,7.5,meter,Offset value represents depth below sea surface.,,1.5
21,Cu-P,JT-2014-SM-21-7.5m,69.8,nc,7.5,meter,Offset value represents depth below sea surface.,,0.1
21,Fe-P,JT-2014-SM-21-7.5m,2.80,nc,7.5,meter,Offset value represents depth below sea surface.,,0.03
21,Mn-P,JT-2014-SM-21-7.5m,576,nc,7.5,meter,Offset value represents depth below sea surface.,,5
21,Si-P,JT-2014-SM-21-7.5m,20.6,nc,7.5,meter,Offset value represents depth below sea surface.,,0.4
21,POC,JT-2014-SM-21-7.5m,13.8,nc,7.5,meter,Offset value represents depth below sea surface.,,0.1
21,TSS,JT-2014-SM-21-20m,1.65,nc,20,meter,Offset value represents depth below sea surface.,,0.01
21,Al-P,JT-2014-SM-21-20m,2.73,nc,20,meter,Offset value represents depth below sea surface.,,0.03
21,Ba-P,JT-2014-SM-21-20m,299,nc,20,meter,Offset value represents depth below sea surface.,,1.5
21,Cu-P,JT-2014-SM-21-20m,32.9,nc,20,meter,Offset value represents depth below sea surface.,,0.1
21,Fe-P,JT-2014-SM-21-20m,2.34,nc,20,meter,Offset value represents depth below sea surface.,,0.03
21,Mn-P,JT-2014-SM-21-20m,833,nc,20,meter,Offset value represents depth below sea surface.,,5
21,Si-P,JT-2014-SM-21-20m,21.4,nc,20,meter,Offset value represents depth below sea surface.,,0.4
21,POC,JT-2014-SM-21-20m,9.5,nc,20,meter,Offset value represents depth below sea surface.,,0.1
21,TSS,JT-2014-SM-21-30m,3.87,nc,30,meter,Offset value represents depth below sea surface.,,0.01
21,Al-P,JT-2014-SM-21-30m,3.23,nc,30,meter,Offset value represents depth below sea surface.,,0.03
21,Ba-P,JT-2014-SM-21-30m,332,nc,30,meter,Offset value represents depth below sea surface.,,1.5
21,Cu-P,JT-2014-SM-21-30m,30.1,nc,30,meter,Offset value represents depth below sea surface.,,0.1
21,Fe-P,JT-2014-SM-21-30m,2.59,nc,30,meter,Offset value represents depth below sea surface.,,0.03
21,Mn-P,JT-2014-SM-21-30m,587,nc,30,meter,Offset value represents depth below sea surface.,,5
21,Si-P,JT-2014-SM-21-30m,24.3,nc,30,meter,Offset value represents depth below sea surface.,,0.4
21,POC,JT-2014-SM-21-30m,5.7,nc,30,meter,Offset value represents depth below sea surface.,,0.1
22,TSS,JT-2014-SM-22-4m,0.47,nc,4,meter,Offset value represents depth below sea surface.,,0.01
22,Al-P,JT-2014-SM-22-4m,4.02,nc,4,meter,Offset value represents depth below sea surface.,,0.03
22,Ba-P,JT-2014-SM-22-4m,422,nc,4,meter,Offset value represents depth below sea surface.,,1.5
22,Cu-P,JT-2014-SM-22-4m,71.0,nc,4,meter,Offset value represents depth below sea surface.,,0.1
22,Fe-P,JT-2014-SM-22-4m,3.57,nc,4,meter,Offset value represents depth below sea surface.,,0.03
22,Mn-P,JT-2014-SM-22-4m,707,nc,4,meter,Offset value represents depth below sea surface.,,5
22,Si-P,JT-2014-SM-22-4m,18.0,nc,4,meter,Offset value represents depth below sea surface.,,0.4
22,POC,JT-2014-SM-22-4m,10.9,nc,4,meter,Offset value represents depth below sea surface.,,0.1
22,TSS,JT-2014-SM-22-16m,0.73,nc,16,meter,Offset value represents depth below sea surface.,,0.01
22,Al-P,JT-2014-SM-22-16m,3.12,nc,16,meter,Offset value represents depth below sea surface.,,0.03
22,Ba-P,JT-2014-SM-22-16m,300,nc,16,meter,Offset value represents depth below sea surface.,,1.5
22,Cu-P,JT-2014-SM-22-16m,59.8,nc,16,meter,Offset value represents depth below sea surface.,,0.1
22,Fe-P,JT-2014-SM-22-16m,3.06,nc,16,meter,Offset value represents depth below sea surface.,,0.03
22,Mn-P,JT-2014-SM-22-16m,389,nc,16,meter,Offset value represents depth below sea surface.,,5
22,Si-P,JT-2014-SM-22-16m,17.8,nc,16,meter,Offset value represents depth below sea surface.,,0.4
22,POC,JT-2014-SM-22-16m,17.0,nc,16,meter,Offset value represents depth below sea surface.,,0.1
22,TSS,JT-2014-SM-22-30m,1.81,nc,30,meter,Offset value represents depth below sea surface.,,0.01
22,Al-P,JT-2014-SM-22-30m,3.41,nc,30,meter,Offset value represents depth below sea surface.,,0.03
22,Ba-P,JT-2014-SM-22-30m,350,nc,30,meter,Offset value represents depth below sea surface.,,1.5
22,Cu-P,JT-2014-SM-22-30m,34.3,nc,30,meter,Offset value represents depth below sea surface.,,0.1
22,Fe-P,JT-2014-SM-22-30m,3.03,nc,30,meter,Offset value represents depth below sea surface.,,0.03
22,Mn-P,JT-2014-SM-22-30m,491,nc,30,meter,Offset value represents depth below sea surface.,,5
22,Si-P,JT-2014-SM-22-30m,21.4,nc,30,meter,Offset value represents depth below sea surface.,,0.4
22,POC,JT-2014-SM-22-30m,6.2,nc,30,meter,Offset value represents depth below sea surface.,,0.1
24,TSS,JT-2014-SM-24-7m,0.63,nc,7,meter,Offset value represents depth below sea surface.,,0.01
24,Al-P,JT-2014-SM-24-7m,0.71,nc,7,meter,Offset value represents depth below sea surface.,,0.03
24,Ba-P,JT-2014-SM-24-7m,90.5,nc,7,meter,Offset value represents depth below sea surface.,,1.5
24,Cu-P,JT-2014-SM-24-7m,42.7,nc,7,meter,Offset value represents depth below sea surface.,,0.1
24,Fe-P,JT-2014-SM-24-7m,0.35,nc,7,meter,Offset value represents depth below sea surface.,,0.03
24,Mn-P,JT-2014-SM-24-7m,487,nc,7,meter,Offset value represents depth below sea surface.,,5
24,Si-P,JT-2014-SM-24-7m,2.44,nc,7,meter,Offset value represents depth below sea surface.,,0.4
24,POC,JT-2014-SM-24-7m,11.3,nc,7,meter,Offset value represents depth below sea surface.,,0.1
24,TSS,JT-2014-SM-24-18m,0.95,nc,18,meter,Offset value represents depth below sea surface.,,0.01
24,Al-P,JT-2014-SM-24-18m,0.51,nc,18,meter,Offset value represents depth below sea surface.,,0.03
24,Ba-P,JT-2014-SM-24-18m,63.0,nc,18,meter,Offset value represents depth below sea surface.,,1.5
24,Cu-P,JT-2014-SM-24-18m,16.6,nc,18,meter,Offset value represents depth below sea surface.,,0.1
24,Fe-P,JT-2014-SM-24-18m,0.18,nc,18,meter,Offset value represents depth below sea surface.,,0.03
24,Mn-P,JT-2014-SM-24-18m,25,nc,18,meter,Offset value represents depth below sea surface.,,5
24,Si-P,JT-2014-SM-24-18m,2.45,nc,18,meter,Offset value represents depth below sea surface.,,0.4
24,POC,JT-2014-SM-24-18m,9.4,nc,18,meter,Offset value represents depth below sea surface.,,0.1
24,TSS,JT-2014-SM-24-50m,0.55,nc,50,meter,Offset value represents depth below sea surface.,,0.01
24,Al-P,JT-2014-SM-24-50m,3.89,nc,50,meter,Offset value represents depth below sea surface.,,0.03
24,Ba-P,JT-2014-SM-24-50m,487,nc,50,meter,Offset value represents depth below sea surface.,,1.5
24,Cu-P,JT-2014-SM-24-50m,67.6,nc,50,meter,Offset value represents depth below sea surface.,,0.1
24,Fe-P,JT-2014-SM-24-50m,2.75,nc,50,meter,Offset value represents depth below sea surface.,,0.03
24,Mn-P,JT-2014-SM-24-50m,781,nc,50,meter,Offset value represents depth below sea surface.,,5
24,Si-P,JT-2014-SM-24-50m,22.1,nc,50,meter,Offset value represents depth below sea surface.,,0.4
24,POC,JT-2014-SM-24-50m,23.0,nc,50,meter,Offset value represents depth below sea surface.,,0.1
23,TSS,JT-2014-SM-23-5m,0.92,nc,5,meter,Offset value represents depth below sea surface.,,0.01
23,Al-P,JT-2014-SM-23-5m,4.11,nc,5,meter,Offset value represents depth below sea surface.,,0.03
23,Ba-P,JT-2014-SM-23-5m,431,nc,5,meter,Offset value represents depth below sea surface.,,1.5
23,Cu-P,JT-2014-SM-23-5m,70.7,nc,5,meter,Offset value represents depth below sea surface.,,0.1
23,Fe-P,JT-2014-SM-23-5m,3.74,nc,5,meter,Offset value represents depth below sea surface.,,0.03
23,Mn-P,JT-2014-SM-23-5m,1270,nc,5,meter,Offset value represents depth below sea surface.,,5
23,Si-P,JT-2014-SM-23-5m,18.3,nc,5,meter,Offset value represents depth below sea surface.,,0.4
23,POC,JT-2014-SM-23-5m,7.0,nc,5,meter,Offset value represents depth below sea surface.,,0.1
23,TSS,JT-2014-SM-23-19m,0.21,nc,19,meter,Offset value represents depth below sea surface.,,0.01
23,Al-P,JT-2014-SM-23-19m,2.88,nc,19,meter,Offset value represents depth below sea surface.,,0.03
23,Ba-P,JT-2014-SM-23-19m,225,nc,19,meter,Offset value represents depth below sea surface.,,1.5
23,Cu-P,JT-2014-SM-23-19m,61.3,nc,19,meter,Offset value represents depth below sea surface.,,0.1
23,Fe-P,JT-2014-SM-23-19m,1.45,nc,19,meter,Offset value represents depth below sea surface.,,0.03
23,Mn-P,JT-2014-SM-23-19m,116,nc,19,meter,Offset value represents depth below sea surface.,,5
23,Si-P,JT-2014-SM-23-19m,13.2,nc,19,meter,Offset value represents depth below sea surface.,,0.4
23,POC,JT-2014-SM-23-19m,-9999,nc,19,meter,Offset value represents depth below sea surface.,,0.1
23,TSS,JT-2014-SM-23-31m,0.91,nc,31,meter,Offset value represents depth below sea surface.,,0.01
23,Al-P,JT-2014-SM-23-31m,3.15,nc,31,meter,Offset value represents depth below sea surface.,,0.03
23,Ba-P,JT-2014-SM-23-31m,325,nc,31,meter,Offset value represents depth below sea surface.,,1.5
23,Cu-P,JT-2014-SM-23-31m,46.8,nc,31,meter,Offset value represents depth below sea surface.,,0.1
23,Fe-P,JT-2014-SM-23-31m,2.70,nc,31,meter,Offset value represents depth below sea surface.,,0.03
23,Mn-P,JT-2014-SM-23-31m,204,nc,31,meter,Offset value represents depth below sea surface.,,5
23,Si-P,JT-2014-SM-23-31m,19.1,nc,31,meter,Offset value represents depth below sea surface.,,0.4
23,POC,JT-2014-SM-23-31m,10.8,nc,31,meter,Offset value represents depth below sea surface.,,0.1
25,TSS,JT-2014-SM-25-5m,1.26,nc,5,meter,Offset value represents depth below sea surface.,,0.01
25,Al-P,JT-2014-SM-25-5m,3.31,nc,5,meter,Offset value represents depth below sea surface.,,0.03
25,Ba-P,JT-2014-SM-25-5m,362,nc,5,meter,Offset value represents depth below sea surface.,,1.5
25,Cu-P,JT-2014-SM-25-5m,43.5,nc,5,meter,Offset value represents depth below sea surface.,,0.1
25,Fe-P,JT-2014-SM-25-5m,3.17,nc,5,meter,Offset value represents depth below sea surface.,,0.03
25,Mn-P,JT-2014-SM-25-5m,1140,nc,5,meter,Offset value represents depth below sea surface.,,5
25,Si-P,JT-2014-SM-25-5m,18.7,nc,5,meter,Offset value represents depth below sea surface.,,0.4
25,POC,JT-2014-SM-25-5m,5.7,nc,5,meter,Offset value represents depth below sea surface.,,0.1
25,TSS,JT-2014-SM-25-16m,2.67,nc,16,meter,Offset value represents depth below sea surface.,,0.01
25,Al-P,JT-2014-SM-25-16m,3.03,nc,16,meter,Offset value represents depth below sea surface.,,0.03
25,Ba-P,JT-2014-SM-25-16m,322,nc,16,meter,Offset value represents depth below sea surface.,,1.5
25,Cu-P,JT-2014-SM-25-16m,38.6,nc,16,meter,Offset value represents depth below sea surface.,,0.1
25,Fe-P,JT-2014-SM-25-16m,2.67,nc,16,meter,Offset value represents depth below sea surface.,,0.03
25,Mn-P,JT-2014-SM-25-16m,636,nc,16,meter,Offset value represents depth below sea surface.,,5
25,Si-P,JT-2014-SM-25-16m,22.5,nc,16,meter,Offset value represents depth below sea surface.,,0.4
25,POC,JT-2014-SM-25-16m,3.8,nc,16,meter,Offset value represents depth below sea surface.,,0.1
25,TSS,JT-2014-SM-25-22m,6.11,nc,22,meter,Offset value represents depth below sea surface.,,0.01
25,Al-P,JT-2014-SM-25-22m,3.12,nc,22,meter,Offset value represents depth below sea surface.,,0.03
25,Ba-P,JT-2014-SM-25-22m,362,nc,22,meter,Offset value represents depth below sea surface.,,1.5
25,Cu-P,JT-2014-SM-25-22m,34.5,nc,22,meter,Offset value represents depth below sea surface.,,0.1
25,Fe-P,JT-2014-SM-25-22m,2.57,nc,22,meter,Offset value represents depth below sea surface.,,0.03
25,Mn-P,JT-2014-SM-25-22m,338,nc,22,meter,Offset value represents depth below sea surface.,,5
25,Si-P,JT-2014-SM-25-22m,20.7,nc,22,meter,Offset value represents depth below sea surface.,,0.4
25,POC,JT-2014-SM-25-22m,2.8,nc,22,meter,Offset value represents depth below sea surface.,,0.1
1C,TSS,JT-2014-SM-1C-4m,1.29,nc,4,meter,Offset value represents depth below sea surface.,,0.01
1C,Al-P,JT-2014-SM-1C-4m,4.89,nc,4,meter,Offset value represents depth below sea surface.,,0.03
1C,Ba-P,JT-2014-SM-1C-4m,453,nc,4,meter,Offset value represents depth below sea surface.,,1.5
1C,Cu-P,JT-2014-SM-1C-4m,55.5,nc,4,meter,Offset value represents depth below sea surface.,,0.1
1C,Fe-P,JT-2014-SM-1C-4m,4.30,nc,4,meter,Offset value represents depth below sea surface.,,0.03
1C,Mn-P,JT-2014-SM-1C-4m,1340,nc,4,meter,Offset value represents depth below sea surface.,,5
1C,Si-P,JT-2014-SM-1C-4m,20.1,nc,4,meter,Offset value represents depth below sea surface.,,0.4
1C,POC,JT-2014-SM-1C-4m,8.3,nc,4,meter,Offset value represents depth below sea surface.,,0.1
1C,TSS,JT-2014-SM-1C-11m,0.53,nc,11,meter,Offset value represents depth below sea surface.,,0.01
1C,Al-P,JT-2014-SM-1C-11m,3.89,nc,11,meter,Offset value represents depth below sea surface.,,0.03
1C,Ba-P,JT-2014-SM-1C-11m,377,nc,11,meter,Offset value represents depth below sea surface.,,1.5
1C,Cu-P,JT-2014-SM-1C-11m,46.9,nc,11,meter,Offset value represents depth below sea surface.,,0.1
1C,Fe-P,JT-2014-SM-1C-11m,3.31,nc,11,meter,Offset value represents depth below sea surface.,,0.03
1C,Mn-P,JT-2014-SM-1C-11m,2140,nc,11,meter,Offset value represents depth below sea surface.,,5
1C,Si-P,JT-2014-SM-1C-11m,19.4,nc,11,meter,Offset value represents depth below sea surface.,,0.4
1C,POC,JT-2014-SM-1C-11m,22.1,nc,11,meter,Offset value represents depth below sea surface.,,0.1
1C,TSS,JT-2014-SM-1C-20m,2.64,nc,20,meter,Offset value represents depth below sea surface.,,0.01
1C,Al-P,JT-2014-SM-1C-20m,3.64,nc,20,meter,Offset value represents depth below sea surface.,,0.03
1C,Ba-P,JT-2014-SM-1C-20m,319,nc,20,meter,Offset value represents depth below sea surface.,,1.5
1C,Cu-P,JT-2014-SM-1C-20m,34.9,nc,20,meter,Offset value represents depth below sea surface.,,0.1
1C,Fe-P,JT-2014-SM-1C-20m,3.26,nc,20,meter,Offset value represents depth below sea surface.,,0.03
1C,Mn-P,JT-2014-SM-1C-20m,566,nc,20,meter,Offset value represents depth below sea surface.,,5
1C,Si-P,JT-2014-SM-1C-20m,22.9,nc,20,meter,Offset value represents depth below sea surface.,,0.4
1C,POC,JT-2014-SM-1C-20m,6.5,nc,20,meter,Offset value represents depth below sea surface.,,0.1
16,TSS,JT-2014-SM-16-4m,0.13,nc,4,meter,Offset value represents depth below sea surface.,,0.01
16,Al-P,JT-2014-SM-16-4m,0.78,nc,4,meter,Offset value represents depth below sea surface.,,0.03
16,Ba-P,JT-2014-SM-16-4m,169,nc,4,meter,Offset value represents depth below sea surface.,,1.5
16,Cu-P,JT-2014-SM-16-4m,93.9,nc,4,meter,Offset value represents depth below sea surface.,,0.1
16,Fe-P,JT-2014-SM-16-4m,1.26,nc,4,meter,Offset value represents depth below sea surface.,,0.03
16,Mn-P,JT-2014-SM-16-4m,1450,nc,4,meter,Offset value represents depth below sea surface.,,5
16,Si-P,JT-2014-SM-16-4m,8.65,nc,4,meter,Offset value represents depth below sea surface.,,0.4
16,POC,JT-2014-SM-16-4m,37.8,nc,4,meter,Offset value represents depth below sea surface.,,0.1
16,TSS,JT-2014-SM-16-28m,0.27,nc,28,meter,Offset value represents depth below sea surface.,,0.01
16,Al-P,JT-2014-SM-16-28m,1.40,nc,28,meter,Offset value represents depth below sea surface.,,0.03
16,Ba-P,JT-2014-SM-16-28m,150,nc,28,meter,Offset value represents depth below sea surface.,,1.5
16,Cu-P,JT-2014-SM-16-28m,36.1,nc,28,meter,Offset value represents depth below sea surface.,,0.1
16,Fe-P,JT-2014-SM-16-28m,1.31,nc,28,meter,Offset value represents depth below sea surface.,,0.03
16,Mn-P,JT-2014-SM-16-28m,701,nc,28,meter,Offset value represents depth below sea surface.,,5
16,Si-P,JT-2014-SM-16-28m,16.2,nc,28,meter,Offset value represents depth below sea surface.,,0.4
16,POC,JT-2014-SM-16-28m,28.7,nc,28,meter,Offset value represents depth below sea surface.,,0.1
16,TSS,JT-2014-SM-16-54m,0.56,nc,54,meter,Offset value represents depth below sea surface.,,0.01
16,Al-P,JT-2014-SM-16-54m,3.38,nc,54,meter,Offset value represents depth below sea surface.,,0.03
16,Ba-P,JT-2014-SM-16-54m,401,nc,54,meter,Offset value represents depth below sea surface.,,1.5
16,Cu-P,JT-2014-SM-16-54m,48.1,nc,54,meter,Offset value represents depth below sea surface.,,0.1
16,Fe-P,JT-2014-SM-16-54m,2.69,nc,54,meter,Offset value represents depth below sea surface.,,0.03
16,Mn-P,JT-2014-SM-16-54m,2180,nc,54,meter,Offset value represents depth below sea surface.,,5
16,Si-P,JT-2014-SM-16-54m,20.2,nc,54,meter,Offset value represents depth below sea surface.,,0.4
16,POC,JT-2014-SM-16-54m,16.3,nc,54,meter,Offset value represents depth below sea surface.,,0.1
15,TSS,JT-2014-SM-15-5m,0.63,nc,5,meter,Offset value represents depth below sea surface.,,0.01
15,Al-P,JT-2014-SM-15-5m,4.23,nc,5,meter,Offset value represents depth below sea surface.,,0.03
15,Ba-P,JT-2014-SM-15-5m,398,nc,5,meter,Offset value represents depth below sea surface.,,1.5
15,Cu-P,JT-2014-SM-15-5m,58.0,nc,5,meter,Offset value represents depth below sea surface.,,0.1
15,Fe-P,JT-2014-SM-15-5m,4.38,nc,5,meter,Offset value represents depth below sea surface.,,0.03
15,Mn-P,JT-2014-SM-15-5m,1030,nc,5,meter,Offset value represents depth below sea surface.,,5
15,Si-P,JT-2014-SM-15-5m,18.6,nc,5,meter,Offset value represents depth below sea surface.,,0.4
15,POC,JT-2014-SM-15-5m,12.1,nc,5,meter,Offset value represents depth below sea surface.,,0.1
15,TSS,JT-2014-SM-15-10m,0.47,nc,10,meter,Offset value represents depth below sea surface.,,0.01
15,Al-P,JT-2014-SM-15-10m,2.89,nc,10,meter,Offset value represents depth below sea surface.,,0.03
15,Ba-P,JT-2014-SM-15-10m,221,nc,10,meter,Offset value represents depth below sea surface.,,1.5
15,Cu-P,JT-2014-SM-15-10m,40.3,nc,10,meter,Offset value represents depth below sea surface.,,0.1
15,Fe-P,JT-2014-SM-15-10m,2.33,nc,10,meter,Offset value represents depth below sea surface.,,0.03
15,Mn-P,JT-2014-SM-15-10m,734,nc,10,meter,Offset value represents depth below sea surface.,,5
15,Si-P,JT-2014-SM-15-10m,16.0,nc,10,meter,Offset value represents depth below sea surface.,,0.4
15,POC,JT-2014-SM-15-10m,14.4,nc,10,meter,Offset value represents depth below sea surface.,,0.1
15,TSS,JT-2014-SM-15-32.5m,0.59,nc,32.5,meter,Offset value represents depth below sea surface.,,0.01
15,Al-P,JT-2014-SM-15-32.5m,4.68,nc,32.5,meter,Offset value represents depth below sea surface.,,0.03
15,Ba-P,JT-2014-SM-15-32.5m,450,nc,32.5,meter,Offset value represents depth below sea surface.,,1.5
15,Cu-P,JT-2014-SM-15-32.5m,68.0,nc,32.5,meter,Offset value represents depth below sea surface.,,0.1
15,Fe-P,JT-2014-SM-15-32.5m,3.60,nc,32.5,meter,Offset value represents depth below sea surface.,,0.03
15,Mn-P,JT-2014-SM-15-32.5m,2060,nc,32.5,meter,Offset value represents depth below sea surface.,,5
15,Si-P,JT-2014-SM-15-32.5m,21.2,nc,32.5,meter,Offset value represents depth below sea surface.,,0.4
15,POC,JT-2014-SM-15-32.5m,12.6,nc,32.5,meter,Offset value represents depth below sea surface.,,0.1
12,TSS,JT-2014-SM-12-5m,1.04,nc,5,meter,Offset value represents depth below sea surface.,,0.01
12,Al-P,JT-2014-SM-12-5m,4.52,nc,5,meter,Offset value represents depth below sea surface.,,0.03
12,Ba-P,JT-2014-SM-12-5m,426,nc,5,meter,Offset value represents depth below sea surface.,,1.5
12,Cu-P,JT-2014-SM-12-5m,46.7,nc,5,meter,Offset value represents depth below sea surface.,,0.1
12,Fe-P,JT-2014-SM-12-5m,4.48,nc,5,meter,Offset value represents depth below sea surface.,,0.03
12,Mn-P,JT-2014-SM-12-5m,1350,nc,5,meter,Offset value represents depth below sea surface.,,5
12,Si-P,JT-2014-SM-12-5m,18.4,nc,5,meter,Offset value represents depth below sea surface.,,0.4
12,POC,JT-2014-SM-12-5m,11.9,nc,5,meter,Offset value represents depth below sea surface.,,0.1
12,TSS,JT-2014-SM-12-20m,0.69,nc,20,meter,Offset value represents depth below sea surface.,,0.01
12,Al-P,JT-2014-SM-12-20m,2.56,nc,20,meter,Offset value represents depth below sea surface.,,0.03
12,Ba-P,JT-2014-SM-12-20m,258,nc,20,meter,Offset value represents depth below sea surface.,,1.5
12,Cu-P,JT-2014-SM-12-20m,46.2,nc,20,meter,Offset value represents depth below sea surface.,,0.1
12,Fe-P,JT-2014-SM-12-20m,2.71,nc,20,meter,Offset value represents depth below sea surface.,,0.03
12,Mn-P,JT-2014-SM-12-20m,1660,nc,20,meter,Offset value represents depth below sea surface.,,5
12,Si-P,JT-2014-SM-12-20m,19.8,nc,20,meter,Offset value represents depth below sea surface.,,0.4
12,POC,JT-2014-SM-12-20m,14.4,nc,20,meter,Offset value represents depth below sea surface.,,0.1
12,TSS,JT-2014-SM-12-35m,1.20,nc,35,meter,Offset value represents depth below sea surface.,,0.01
12,Al-P,JT-2014-SM-12-35m,3.83,nc,35,meter,Offset value represents depth below sea surface.,,0.03
12,Ba-P,JT-2014-SM-12-35m,357,nc,35,meter,Offset value represents depth below sea surface.,,1.5
12,Cu-P,JT-2014-SM-12-35m,44.0,nc,35,meter,Offset value represents depth below sea surface.,,0.1
12,Fe-P,JT-2014-SM-12-35m,3.59,nc,35,meter,Offset value represents depth below sea surface.,,0.03
12,Mn-P,JT-2014-SM-12-35m,1530,nc,35,meter,Offset value represents depth below sea surface.,,5
12,Si-P,JT-2014-SM-12-35m,21.6,nc,35,meter,Offset value represents depth below sea surface.,,0.4
12,POC,JT-2014-SM-12-35m,7.0,nc,35,meter,Offset value represents depth below sea surface.,,0.1
11,TSS,JT-2014-SM-11-5m,0.38,nc,5,meter,Offset value represents depth below sea surface.,,0.01
11,Al-P,JT-2014-SM-11-5m,3.16,nc,5,meter,Offset value represents depth below sea surface.,,0.03
11,Ba-P,JT-2014-SM-11-5m,268,nc,5,meter,Offset value represents depth below sea surface.,,1.5
11,Cu-P,JT-2014-SM-11-5m,50.7,nc,5,meter,Offset value represents depth below sea surface.,,0.1
11,Fe-P,JT-2014-SM-11-5m,2.99,nc,5,meter,Offset value represents depth below sea surface.,,0.03
11,Mn-P,JT-2014-SM-11-5m,817,nc,5,meter,Offset value represents depth below sea surface.,,5
11,Si-P,JT-2014-SM-11-5m,14.0,nc,5,meter,Offset value represents depth below sea surface.,,0.4
11,POC,JT-2014-SM-11-5m,20.5,nc,5,meter,Offset value represents depth below sea surface.,,0.1
11,TSS,JT-2014-SM-11-27m,0.40,nc,27,meter,Offset value represents depth below sea surface.,,0.01
11,Al-P,JT-2014-SM-11-27m,1.28,nc,27,meter,Offset value represents depth below sea surface.,,0.03
11,Ba-P,JT-2014-SM-11-27m,192,nc,27,meter,Offset value represents depth below sea surface.,,1.5
11,Cu-P,JT-2014-SM-11-27m,28.9,nc,27,meter,Offset value represents depth below sea surface.,,0.1
11,Fe-P,JT-2014-SM-11-27m,1.06,nc,27,meter,Offset value represents depth below sea surface.,,0.03
11,Mn-P,JT-2014-SM-11-27m,1240,nc,27,meter,Offset value represents depth below sea surface.,,5
11,Si-P,JT-2014-SM-11-27m,14.2,nc,27,meter,Offset value represents depth below sea surface.,,0.4
11,POC,JT-2014-SM-11-27m,25.1,nc,27,meter,Offset value represents depth below sea surface.,,0.1
11,TSS,JT-2014-SM-11-39m,0.59,nc,39,meter,Offset value represents depth below sea surface.,,0.01
11,Al-P,JT-2014-SM-11-39m,2.87,nc,39,meter,Offset value represents depth below sea surface.,,0.03
11,Ba-P,JT-2014-SM-11-39m,324,nc,39,meter,Offset value represents depth below sea surface.,,1.5
11,Cu-P,JT-2014-SM-11-39m,39.2,nc,39,meter,Offset value represents depth below sea surface.,,0.1
11,Fe-P,JT-2014-SM-11-39m,2.72,nc,39,meter,Offset value represents depth below sea surface.,,0.03
11,Mn-P,JT-2014-SM-11-39m,989,nc,39,meter,Offset value represents depth below sea surface.,,5
11,Si-P,JT-2014-SM-11-39m,18.1,nc,39,meter,Offset value represents depth below sea surface.,,0.4
11,POC,JT-2014-SM-11-39m,22.1,nc,39,meter,Offset value represents depth below sea surface.,,0.1
9,TSS,JT-2014-SM-9-6m,0.51,nc,6,meter,Offset value represents depth below sea surface.,,0.01
9,Al-P,JT-2014-SM-9-6m,2.25,nc,6,meter,Offset value represents depth below sea surface.,,0.03
